alpha,n_dim,n_cal,method,noise_type,coordinate,score_type,redraw_train_test,n_train,n_test,n_trials,coordinate_length_avg,coordinate_length_1std,coordinate_length_median
0.1,10,500,TSCP_R,Gaussian,7,absolute_residual,True,7200,800,200,10.675530725139806,0.40148689752198036,10.63735686779542
0.1,10,500,TSCP_R,Gaussian,8,absolute_residual,True,7200,800,200,8.028458960733728,0.30540619324357543,8.050220685953962
0.1,10,500,TSCP_R,Gaussian,9,absolute_residual,True,7200,800,200,5.3534309089656835,0.21230698216662658,5.3410611771425565
0.1,10,500,TSCP_R,Gaussian,10,absolute_residual,True,7200,800,200,2.677953124148097,0.10029490808233744,2.6775867830240827
0.1,10,500,Unscaled,Gaussian,1,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
0.1,10,500,Unscaled,Gaussian,2,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
0.1,10,500,Unscaled,Gaussian,3,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
0.1,10,500,Unscaled,Gaussian,4,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
0.1,10,500,Unscaled,Gaussian,5,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
0.1,10,500,Unscaled,Gaussian,6,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
0.1,10,500,Unscaled,Gaussian,7,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
0.1,10,500,Unscaled,Gaussian,8,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
0.1,10,500,Unscaled,Gaussian,9,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
0.1,10,500,Unscaled,Gaussian,10,absolute_residual,True,7200,800,200,20.590153037718963,0.8570295271921562,20.51668120908023
