dataset,trial,n_cal,n_test,n_dim,alpha,repeat,runtime_ms,regime
energy,198,38,154,2,0.1,0,0.5951,binary_only
energy,198,38,154,2,0.1,1,0.4649,binary_only
energy,198,38,154,2,0.1,2,0.4715,binary_only
energy,198,38,154,2,0.1,3,0.471,binary_only
energy,198,38,154,2,0.1,4,0.8678,binary_only
energy,198,38,154,2,0.1,5,0.851,binary_only
energy,198,38,154,2,0.1,6,0.5964,binary_only
energy,199,38,154,2,0.1,0,0.4827,binary_only
energy,199,38,154,2,0.1,1,0.4761,binary_only
energy,199,38,154,2,0.1,2,0.5009,binary_only
energy,199,38,154,2,0.1,3,0.543,binary_only
energy,199,38,154,2,0.1,4,0.7183,binary_only
energy,199,38,154,2,0.1,5,0.9618,binary_only
energy,199,38,154,2,0.1,6,0.535,binary_only
student,0,32,131,3,0.1,0,0.5735,binary_only
student,0,32,131,3,0.1,1,0.5329,binary_only
student,0,32,131,3,0.1,2,0.5198,binary_only
student,0,32,131,3,0.1,3,0.5983,binary_only
student,0,32,131,3,0.1,4,1.0386,binary_only
student,0,32,131,3,0.1,5,0.625,binary_only
student,0,32,131,3,0.1,6,0.5816,binary_only
student,1,32,131,3,0.1,0,0.7745,binary_only
student,1,32,131,3,0.1,1,0.6015,binary_only
student,1,32,131,3,0.1,2,0.5919,binary_only
student,1,32,131,3,0.1,3,0.5713,binary_only
student,1,32,131,3,0.1,4,0.5721,binary_only
student,1,32,131,3,0.1,5,0.5591,binary_only
student,1,32,131,3,0.1,6,0.5867,binary_only
student,2,32,131,3,0.1,0,0.6719,binary_only
student,2,32,131,3,0.1,1,0.7014,binary_only
student,2,32,131,3,0.1,2,0.584,binary_only
student,2,32,131,3,0.1,3,0.6259,binary_only
student,2,32,131,3,0.1,4,0.5739,binary_only
student,2,32,131,3,0.1,5,0.5554,binary_only
student,2,32,131,3,0.1,6,0.5561,binary_only
student,3,32,131,3,0.1,0,0.6507,binary_only
student,3,32,131,3,0.1,1,0.6348,binary_only
student,3,32,131,3,0.1,2,0.6048,binary_only
student,3,32,131,3,0.1,3,0.6272,binary_only
student,3,32,131,3,0.1,4,0.6283,binary_only
student,3,32,131,3,0.1,5,0.6024,binary_only
student,3,32,131,3,0.1,6,0.6389,binary_only
student,4,32,131,3,0.1,0,0.8473,binary_only
student,4,32,131,3,0.1,1,0.6458,binary_only
student,4,32,131,3,0.1,2,0.5931,binary_only
student,4,32,131,3,0.1,3,0.7143,binary_only
student,4,32,131,3,0.1,4,0.613,binary_only
student,4,32,131,3,0.1,5,0.6059,binary_only
student,4,32,131,3,0.1,6,0.5729,binary_only
student,5,32,131,3,0.1,0,1.1225,binary_only
student,5,32,131,3,0.1,1,0.5355,binary_only
student,5,32,131,3,0.1,2,0.5031,binary_only
student,5,32,131,3,0.1,3,0.5326,binary_only
student,5,32,131,3,0.1,4,0.4905,binary_only
student,5,32,131,3,0.1,5,0.5281,binary_only
student,5,32,131,3,0.1,6,0.5168,binary_only
student,6,32,131,3,0.1,0,0.5738,binary_only
student,6,32,131,3,0.1,1,0.5759,binary_only
student,6,32,131,3,0.1,2,0.5621,binary_only
student,6,32,131,3,0.1,3,0.5829,binary_only
student,6,32,131,3,0.1,4,0.5684,binary_only
student,6,32,131,3,0.1,5,0.5676,binary_only
student,6,32,131,3,0.1,6,0.5739,binary_only
student,7,32,131,3,0.1,0,0.6463,binary_only
student,7,32,131,3,0.1,1,0.5979,binary_only
student,7,32,131,3,0.1,2,0.5936,binary_only
student,7,32,131,3,0.1,3,0.8912,binary_only
student,7,32,131,3,0.1,4,0.6251,binary_only
student,7,32,131,3,0.1,5,0.6279,binary_only
student,7,32,131,3,0.1,6,0.6528,binary_only
student,8,32,131,3,0.1,0,0.5989,binary_only
student,8,32,131,3,0.1,1,0.578,binary_only
student,8,32,131,3,0.1,2,0.5528,binary_only
student,8,32,131,3,0.1,3,0.5947,binary_only
student,8,32,131,3,0.1,4,0.5241,binary_only
student,8,32,131,3,0.1,5,0.5094,binary_only
student,8,32,131,3,0.1,6,0.5256,binary_only
student,9,32,131,3,0.1,0,0.5934,binary_only
student,9,32,131,3,0.1,1,0.6029,binary_only
student,9,32,131,3,0.1,2,0.6031,binary_only
student,9,32,131,3,0.1,3,0.59,binary_only
student,9,32,131,3,0.1,4,0.6165,binary_only
student,9,32,131,3,0.1,5,0.5935,binary_only
student,9,32,131,3,0.1,6,0.5941,binary_only
student,10,32,131,3,0.1,0,0.583,binary_only
student,10,32,131,3,0.1,1,0.5365,binary_only
student,10,32,131,3,0.1,2,0.5351,binary_only
student,10,32,131,3,0.1,3,0.9831,binary_only
student,10,32,131,3,0.1,4,0.729,binary_only
student,10,32,131,3,0.1,5,0.5998,binary_only
student,10,32,131,3,0.1,6,0.5668,binary_only
student,11,32,131,3,0.1,0,0.6914,binary_only
student,11,32,131,3,0.1,1,0.698,binary_only
student,11,32,131,3,0.1,2,0.712,binary_only
student,11,32,131,3,0.1,3,0.6736,binary_only
student,11,32,131,3,0.1,4,0.6668,binary_only
student,11,32,131,3,0.1,5,0.6853,binary_only
student,11,32,131,3,0.1,6,0.8801,binary_only
student,12,32,131,3,0.1,0,0.5985,binary_only
student,12,32,131,3,0.1,1,0.589,binary_only
student,12,32,131,3,0.1,2,0.6252,binary_only
student,12,32,131,3,0.1,3,0.9424,binary_only
student,12,32,131,3,0.1,4,0.7641,binary_only
student,12,32,131,3,0.1,5,0.6147,binary_only
student,12,32,131,3,0.1,6,0.6292,binary_only
student,13,32,131,3,0.1,0,0.6439,binary_only
student,13,32,131,3,0.1,1,0.5835,binary_only
student,13,32,131,3,0.1,2,0.5864,binary_only
student,13,32,131,3,0.1,3,0.6012,binary_only
student,13,32,131,3,0.1,4,0.574,binary_only
student,13,32,131,3,0.1,5,0.5727,binary_only
student,13,32,131,3,0.1,6,0.6133,binary_only
student,14,32,131,3,0.1,0,0.6152,binary_only
student,14,32,131,3,0.1,1,0.5908,binary_only
student,14,32,131,3,0.1,2,0.565,binary_only
student,14,32,131,3,0.1,3,0.5791,binary_only
student,14,32,131,3,0.1,4,0.5574,binary_only
student,14,32,131,3,0.1,5,0.5874,binary_only
student,14,32,131,3,0.1,6,0.5953,binary_only
student,15,32,131,3,0.1,0,0.6093,binary_only
student,15,32,131,3,0.1,1,0.584,binary_only
student,15,32,131,3,0.1,2,0.5939,binary_only
student,15,32,131,3,0.1,3,0.579,binary_only
student,15,32,131,3,0.1,4,0.5601,binary_only
student,15,32,131,3,0.1,5,0.5745,binary_only
student,15,32,131,3,0.1,6,0.5529,binary_only
student,16,32,131,3,0.1,0,0.6373,binary_only
student,16,32,131,3,0.1,1,0.6049,binary_only
student,16,32,131,3,0.1,2,0.6045,binary_only
student,16,32,131,3,0.1,3,0.6595,binary_only
student,16,32,131,3,0.1,4,0.6163,binary_only
student,16,32,131,3,0.1,5,0.6118,binary_only
student,16,32,131,3,0.1,6,0.8799,binary_only
student,17,32,131,3,0.1,0,0.7219,binary_only
student,17,32,131,3,0.1,1,0.8399,binary_only
student,17,32,131,3,0.1,2,0.6767,binary_only
student,17,32,131,3,0.1,3,0.6228,binary_only
student,17,32,131,3,0.1,4,0.612,binary_only
student,17,32,131,3,0.1,5,0.6558,binary_only
student,17,32,131,3,0.1,6,0.6195,binary_only
student,18,32,131,3,0.1,0,0.6887,binary_only
student,18,32,131,3,0.1,1,0.6417,binary_only
student,18,32,131,3,0.1,2,0.5627,binary_only
student,18,32,131,3,0.1,3,0.5428,binary_only
student,18,32,131,3,0.1,4,0.5426,binary_only
student,18,32,131,3,0.1,5,0.5368,binary_only
student,18,32,131,3,0.1,6,0.5549,binary_only
student,19,32,131,3,0.1,0,0.5435,binary_only
student,19,32,131,3,0.1,1,0.5167,binary_only
student,19,32,131,3,0.1,2,0.965,binary_only
student,19,32,131,3,0.1,3,0.773,binary_only
student,19,32,131,3,0.1,4,0.5352,binary_only
student,19,32,131,3,0.1,5,0.5043,binary_only
student,19,32,131,3,0.1,6,0.5054,binary_only
student,20,32,131,3,0.1,0,0.5846,binary_only
student,20,32,131,3,0.1,1,1.0415,binary_only
student,20,32,131,3,0.1,2,0.8623,binary_only
student,20,32,131,3,0.1,3,0.6794,binary_only
student,20,32,131,3,0.1,4,0.5869,binary_only
student,20,32,131,3,0.1,5,0.5997,binary_only
student,20,32,131,3,0.1,6,0.6861,binary_only
student,21,32,131,3,0.1,0,0.6321,binary_only
student,21,32,131,3,0.1,1,0.6257,binary_only
student,21,32,131,3,0.1,2,0.6153,binary_only
student,21,32,131,3,0.1,3,0.6187,binary_only
student,21,32,131,3,0.1,4,0.5905,binary_only
student,21,32,131,3,0.1,5,0.5819,binary_only
student,21,32,131,3,0.1,6,0.6153,binary_only
student,22,32,131,3,0.1,0,0.6789,binary_only
student,22,32,131,3,0.1,1,0.6434,binary_only
student,22,32,131,3,0.1,2,0.6481,binary_only
student,22,32,131,3,0.1,3,0.6619,binary_only
student,22,32,131,3,0.1,4,0.6328,binary_only
student,22,32,131,3,0.1,5,0.9635,binary_only
student,22,32,131,3,0.1,6,0.6932,binary_only
student,23,32,131,3,0.1,0,0.6153,binary_only
student,23,32,131,3,0.1,1,0.5985,binary_only
student,23,32,131,3,0.1,2,0.6434,binary_only
student,23,32,131,3,0.1,3,0.6233,binary_only
student,23,32,131,3,0.1,4,0.6962,binary_only
student,23,32,131,3,0.1,5,0.6241,binary_only
student,23,32,131,3,0.1,6,0.6275,binary_only
student,24,32,131,3,0.1,0,0.7521,binary_only
student,24,32,131,3,0.1,1,0.7077,binary_only
student,24,32,131,3,0.1,2,0.7004,binary_only
student,24,32,131,3,0.1,3,0.7446,binary_only
student,24,32,131,3,0.1,4,0.9123,binary_only
student,24,32,131,3,0.1,5,0.7503,binary_only
student,24,32,131,3,0.1,6,0.7238,binary_only
student,25,32,131,3,0.1,0,1.2556,binary_only
student,25,32,131,3,0.1,1,0.9137,binary_only
student,25,32,131,3,0.1,2,0.7209,binary_only
student,25,32,131,3,0.1,3,0.7739,binary_only
student,25,32,131,3,0.1,4,0.8426,binary_only
student,25,32,131,3,0.1,5,0.7294,binary_only
student,25,32,131,3,0.1,6,0.6751,binary_only
student,26,32,131,3,0.1,0,1.2323,binary_only
student,26,32,131,3,0.1,1,0.8071,binary_only
student,26,32,131,3,0.1,2,0.6574,binary_only
student,26,32,131,3,0.1,3,0.6183,binary_only
student,26,32,131,3,0.1,4,0.5911,binary_only
student,26,32,131,3,0.1,5,0.84,binary_only
student,26,32,131,3,0.1,6,0.9393,binary_only
student,27,32,131,3,0.1,0,0.6116,binary_only
student,27,32,131,3,0.1,1,0.5669,binary_only
student,27,32,131,3,0.1,2,0.5772,binary_only
student,27,32,131,3,0.1,3,0.6045,binary_only
student,27,32,131,3,0.1,4,0.5836,binary_only
student,27,32,131,3,0.1,5,0.5806,binary_only
student,27,32,131,3,0.1,6,0.5636,binary_only
student,28,32,131,3,0.1,0,0.6088,binary_only
student,28,32,131,3,0.1,1,0.5899,binary_only
student,28,32,131,3,0.1,2,0.6175,binary_only
student,28,32,131,3,0.1,3,0.596,binary_only
student,28,32,131,3,0.1,4,0.8947,binary_only
student,28,32,131,3,0.1,5,0.625,binary_only
student,28,32,131,3,0.1,6,0.5839,binary_only
student,29,32,131,3,0.1,0,0.6223,binary_only
student,29,32,131,3,0.1,1,0.5849,binary_only
student,29,32,131,3,0.1,2,0.5779,binary_only
student,29,32,131,3,0.1,3,0.6055,binary_only
student,29,32,131,3,0.1,4,0.5807,binary_only
student,29,32,131,3,0.1,5,0.8187,binary_only
student,29,32,131,3,0.1,6,0.6416,binary_only
student,30,32,131,3,0.1,0,0.8818,binary_only
student,30,32,131,3,0.1,1,0.6619,binary_only
student,30,32,131,3,0.1,2,0.6526,binary_only
student,30,32,131,3,0.1,3,0.6124,binary_only
student,30,32,131,3,0.1,4,0.7683,binary_only
student,30,32,131,3,0.1,5,0.6591,binary_only
student,30,32,131,3,0.1,6,0.6127,binary_only
student,31,32,131,3,0.1,0,0.599,binary_only
student,31,32,131,3,0.1,1,0.6267,binary_only
student,31,32,131,3,0.1,2,0.5905,binary_only
student,31,32,131,3,0.1,3,0.5758,binary_only
student,31,32,131,3,0.1,4,0.5923,binary_only
student,31,32,131,3,0.1,5,1.2691,binary_only
student,31,32,131,3,0.1,6,0.6636,binary_only
student,32,32,131,3,0.1,0,0.7008,binary_only
student,32,32,131,3,0.1,1,0.7314,binary_only
student,32,32,131,3,0.1,2,0.6656,binary_only
student,32,32,131,3,0.1,3,0.6514,binary_only
student,32,32,131,3,0.1,4,0.6667,binary_only
student,32,32,131,3,0.1,5,0.6878,binary_only
student,32,32,131,3,0.1,6,0.6307,binary_only
student,33,32,131,3,0.1,0,0.622,binary_only
student,33,32,131,3,0.1,1,1.4342,binary_only
student,33,32,131,3,0.1,2,0.6846,binary_only
student,33,32,131,3,0.1,3,0.7488,binary_only
student,33,32,131,3,0.1,4,0.6574,binary_only
student,33,32,131,3,0.1,5,0.6476,binary_only
student,33,32,131,3,0.1,6,0.6141,binary_only
student,34,32,131,3,0.1,0,1.5037,binary_only
student,34,32,131,3,0.1,1,0.8085,binary_only
student,34,32,131,3,0.1,2,0.6375,binary_only
student,34,32,131,3,0.1,3,0.6849,binary_only
student,34,32,131,3,0.1,4,0.7735,binary_only
student,34,32,131,3,0.1,5,0.6352,binary_only
student,34,32,131,3,0.1,6,0.6158,binary_only
student,35,32,131,3,0.1,0,0.5693,binary_only
student,35,32,131,3,0.1,1,0.5391,binary_only
student,35,32,131,3,0.1,2,0.5415,binary_only
student,35,32,131,3,0.1,3,0.5524,binary_only
student,35,32,131,3,0.1,4,0.5391,binary_only
student,35,32,131,3,0.1,5,0.7193,binary_only
student,35,32,131,3,0.1,6,0.6413,binary_only
student,36,32,131,3,0.1,0,0.6599,binary_only
student,36,32,131,3,0.1,1,0.6137,binary_only
student,36,32,131,3,0.1,2,0.6046,binary_only
student,36,32,131,3,0.1,3,0.6104,binary_only
student,36,32,131,3,0.1,4,0.6364,binary_only
student,36,32,131,3,0.1,5,0.8043,binary_only
student,36,32,131,3,0.1,6,0.6673,binary_only
student,37,32,131,3,0.1,0,0.6631,binary_only
student,37,32,131,3,0.1,1,0.8182,binary_only
student,37,32,131,3,0.1,2,0.7047,binary_only
student,37,32,131,3,0.1,3,0.6926,binary_only
student,37,32,131,3,0.1,4,0.6337,binary_only
student,37,32,131,3,0.1,5,0.6438,binary_only
student,37,32,131,3,0.1,6,0.6563,binary_only
student,38,32,131,3,0.1,0,0.9941,binary_only
student,38,32,131,3,0.1,1,0.6368,binary_only
student,38,32,131,3,0.1,2,0.6109,binary_only
student,38,32,131,3,0.1,3,0.5567,binary_only
student,38,32,131,3,0.1,4,0.5552,binary_only
student,38,32,131,3,0.1,5,0.5542,binary_only
student,38,32,131,3,0.1,6,0.5977,binary_only
student,39,32,131,3,0.1,0,0.8077,binary_only
student,39,32,131,3,0.1,1,0.5674,binary_only
student,39,32,131,3,0.1,2,0.5753,binary_only
student,39,32,131,3,0.1,3,0.5731,binary_only
student,39,32,131,3,0.1,4,0.5511,binary_only
student,39,32,131,3,0.1,5,0.5626,binary_only
student,39,32,131,3,0.1,6,0.5467,binary_only
student,40,32,131,3,0.1,0,0.7371,binary_only
student,40,32,131,3,0.1,1,0.6875,binary_only
student,40,32,131,3,0.1,2,0.6449,binary_only
student,40,32,131,3,0.1,3,0.6256,binary_only
student,40,32,131,3,0.1,4,0.7556,binary_only
student,40,32,131,3,0.1,5,0.6699,binary_only
student,40,32,131,3,0.1,6,0.6389,binary_only
student,41,32,131,3,0.1,0,0.6223,binary_only
student,41,32,131,3,0.1,1,0.5595,binary_only
student,41,32,131,3,0.1,2,0.5509,binary_only
student,41,32,131,3,0.1,3,0.7206,binary_only
student,41,32,131,3,0.1,4,0.6107,binary_only
student,41,32,131,3,0.1,5,0.5759,binary_only
student,41,32,131,3,0.1,6,0.624,binary_only
student,42,32,131,3,0.1,0,0.8174,binary_only
student,42,32,131,3,0.1,1,0.6354,binary_only
student,42,32,131,3,0.1,2,0.5801,binary_only
student,42,32,131,3,0.1,3,0.6288,binary_only
student,42,32,131,3,0.1,4,0.5794,binary_only
student,42,32,131,3,0.1,5,0.5405,binary_only
student,42,32,131,3,0.1,6,0.5253,binary_only
student,43,32,131,3,0.1,0,0.5984,binary_only
student,43,32,131,3,0.1,1,0.5467,binary_only
student,43,32,131,3,0.1,2,0.5702,binary_only
student,43,32,131,3,0.1,3,0.5484,binary_only
student,43,32,131,3,0.1,4,0.5599,binary_only
student,43,32,131,3,0.1,5,0.5511,binary_only
student,43,32,131,3,0.1,6,0.6107,binary_only
student,44,32,131,3,0.1,0,0.5977,binary_only
student,44,32,131,3,0.1,1,0.5663,binary_only
student,44,32,131,3,0.1,2,0.5931,binary_only
student,44,32,131,3,0.1,3,0.6145,binary_only
student,44,32,131,3,0.1,4,0.5556,binary_only
student,44,32,131,3,0.1,5,0.5739,binary_only
student,44,32,131,3,0.1,6,0.5629,binary_only
student,45,32,131,3,0.1,0,0.7746,binary_only
student,45,32,131,3,0.1,1,0.7324,binary_only
student,45,32,131,3,0.1,2,0.6024,binary_only
student,45,32,131,3,0.1,3,0.5894,binary_only
student,45,32,131,3,0.1,4,0.5761,binary_only
student,45,32,131,3,0.1,5,0.6,binary_only
student,45,32,131,3,0.1,6,0.5806,binary_only
student,46,32,131,3,0.1,0,0.546,binary_only
student,46,32,131,3,0.1,1,0.5401,binary_only
student,46,32,131,3,0.1,2,0.5658,binary_only
student,46,32,131,3,0.1,3,0.5379,binary_only
student,46,32,131,3,0.1,4,1.0946,binary_only
student,46,32,131,3,0.1,5,0.6128,binary_only
student,46,32,131,3,0.1,6,0.7374,binary_only
student,47,32,131,3,0.1,0,0.6454,binary_only
student,47,32,131,3,0.1,1,0.6166,binary_only
student,47,32,131,3,0.1,2,0.652,binary_only
student,47,32,131,3,0.1,3,0.6298,binary_only
student,47,32,131,3,0.1,4,0.6075,binary_only
student,47,32,131,3,0.1,5,1.3074,binary_only
student,47,32,131,3,0.1,6,0.8708,binary_only
student,48,32,131,3,0.1,0,0.5551,binary_only
student,48,32,131,3,0.1,1,1.2461,binary_only
student,48,32,131,3,0.1,2,0.6081,binary_only
student,48,32,131,3,0.1,3,0.5701,binary_only
student,48,32,131,3,0.1,4,0.5319,binary_only
student,48,32,131,3,0.1,5,0.532,binary_only
student,48,32,131,3,0.1,6,0.5576,binary_only
student,49,32,131,3,0.1,0,0.5559,binary_only
student,49,32,131,3,0.1,1,0.5779,binary_only
student,49,32,131,3,0.1,2,0.802,binary_only
student,49,32,131,3,0.1,3,0.5939,binary_only
student,49,32,131,3,0.1,4,0.5784,binary_only
student,49,32,131,3,0.1,5,0.6013,binary_only
student,49,32,131,3,0.1,6,0.5398,binary_only
student,50,32,131,3,0.1,0,0.6974,binary_only
student,50,32,131,3,0.1,1,0.5921,binary_only
student,50,32,131,3,0.1,2,0.5907,binary_only
student,50,32,131,3,0.1,3,0.6044,binary_only
student,50,32,131,3,0.1,4,0.5908,binary_only
student,50,32,131,3,0.1,5,1.1817,binary_only
student,50,32,131,3,0.1,6,0.9138,binary_only
student,51,32,131,3,0.1,0,0.7605,binary_only
student,51,32,131,3,0.1,1,0.8795,binary_only
student,51,32,131,3,0.1,2,0.6469,binary_only
student,51,32,131,3,0.1,3,0.6631,binary_only
student,51,32,131,3,0.1,4,0.6567,binary_only
student,51,32,131,3,0.1,5,0.6167,binary_only
student,51,32,131,3,0.1,6,0.6298,binary_only
student,52,32,131,3,0.1,0,0.7197,binary_only
student,52,32,131,3,0.1,1,1.129,binary_only
student,52,32,131,3,0.1,2,0.9579,binary_only
student,52,32,131,3,0.1,3,0.6299,binary_only
student,52,32,131,3,0.1,4,0.6186,binary_only
student,52,32,131,3,0.1,5,0.6356,binary_only
student,52,32,131,3,0.1,6,0.6131,binary_only
student,53,32,131,3,0.1,0,0.6058,binary_only
student,53,32,131,3,0.1,1,0.8477,binary_only
student,53,32,131,3,0.1,2,0.9912,binary_only
student,53,32,131,3,0.1,3,0.8097,binary_only
student,53,32,131,3,0.1,4,0.6086,binary_only
student,53,32,131,3,0.1,5,0.6181,binary_only
student,53,32,131,3,0.1,6,0.6241,binary_only
student,54,32,131,3,0.1,0,0.5246,binary_only
student,54,32,131,3,0.1,1,0.5099,binary_only
student,54,32,131,3,0.1,2,0.5079,binary_only
student,54,32,131,3,0.1,3,0.5258,binary_only
student,54,32,131,3,0.1,4,0.511,binary_only
student,54,32,131,3,0.1,5,0.5058,binary_only
student,54,32,131,3,0.1,6,0.5399,binary_only
student,55,32,131,3,0.1,0,0.5832,binary_only
student,55,32,131,3,0.1,1,0.5985,binary_only
student,55,32,131,3,0.1,2,0.5629,binary_only
student,55,32,131,3,0.1,3,0.5668,binary_only
student,55,32,131,3,0.1,4,0.5985,binary_only
student,55,32,131,3,0.1,5,0.5824,binary_only
student,55,32,131,3,0.1,6,0.5615,binary_only
student,56,32,131,3,0.1,0,0.6736,binary_only
student,56,32,131,3,0.1,1,0.7187,binary_only
student,56,32,131,3,0.1,2,0.6888,binary_only
student,56,32,131,3,0.1,3,0.648,binary_only
student,56,32,131,3,0.1,4,0.6489,binary_only
student,56,32,131,3,0.1,5,0.6565,binary_only
student,56,32,131,3,0.1,6,0.6392,binary_only
student,57,32,131,3,0.1,0,0.6914,binary_only
student,57,32,131,3,0.1,1,0.7177,binary_only
student,57,32,131,3,0.1,2,0.6835,binary_only
student,57,32,131,3,0.1,3,0.6641,binary_only
student,57,32,131,3,0.1,4,0.6835,binary_only
student,57,32,131,3,0.1,5,0.6485,binary_only
student,57,32,131,3,0.1,6,0.644,binary_only
student,58,32,131,3,0.1,0,0.6358,binary_only
student,58,32,131,3,0.1,1,0.6032,binary_only
student,58,32,131,3,0.1,2,0.6027,binary_only
student,58,32,131,3,0.1,3,0.6288,binary_only
student,58,32,131,3,0.1,4,0.6043,binary_only
student,58,32,131,3,0.1,5,0.6016,binary_only
student,58,32,131,3,0.1,6,0.6194,binary_only
student,59,32,131,3,0.1,0,0.5362,binary_only
student,59,32,131,3,0.1,1,0.5111,binary_only
student,59,32,131,3,0.1,2,0.535,binary_only
student,59,32,131,3,0.1,3,0.5128,binary_only
student,59,32,131,3,0.1,4,0.5106,binary_only
student,59,32,131,3,0.1,5,0.5016,binary_only
student,59,32,131,3,0.1,6,0.7964,binary_only
student,60,32,131,3,0.1,0,0.592,binary_only
student,60,32,131,3,0.1,1,0.5594,binary_only
student,60,32,131,3,0.1,2,0.5572,binary_only
student,60,32,131,3,0.1,3,0.5868,binary_only
student,60,32,131,3,0.1,4,0.7811,binary_only
student,60,32,131,3,0.1,5,0.614,binary_only
student,60,32,131,3,0.1,6,0.5902,binary_only
student,61,32,131,3,0.1,0,0.8261,binary_only
student,61,32,131,3,0.1,1,0.7322,binary_only
student,61,32,131,3,0.1,2,0.5904,binary_only
student,61,32,131,3,0.1,3,0.6244,binary_only
student,61,32,131,3,0.1,4,0.5866,binary_only
student,61,32,131,3,0.1,5,0.581,binary_only
student,61,32,131,3,0.1,6,0.5966,binary_only
student,62,32,131,3,0.1,0,0.6006,binary_only
student,62,32,131,3,0.1,1,0.8418,binary_only
student,62,32,131,3,0.1,2,0.6429,binary_only
student,62,32,131,3,0.1,3,0.5981,binary_only
student,62,32,131,3,0.1,4,0.6196,binary_only
student,62,32,131,3,0.1,5,0.593,binary_only
student,62,32,131,3,0.1,6,0.5749,binary_only
student,63,32,131,3,0.1,0,0.591,binary_only
student,63,32,131,3,0.1,1,0.5647,binary_only
student,63,32,131,3,0.1,2,0.5832,binary_only
student,63,32,131,3,0.1,3,0.572,binary_only
student,63,32,131,3,0.1,4,0.5622,binary_only
student,63,32,131,3,0.1,5,0.5751,binary_only
student,63,32,131,3,0.1,6,0.5639,binary_only
student,64,32,131,3,0.1,0,0.7268,binary_only
student,64,32,131,3,0.1,1,0.7154,binary_only
student,64,32,131,3,0.1,2,0.6873,binary_only
student,64,32,131,3,0.1,3,0.6958,binary_only
student,64,32,131,3,0.1,4,0.6764,binary_only
student,64,32,131,3,0.1,5,0.8313,binary_only
student,64,32,131,3,0.1,6,0.777,binary_only
student,65,32,131,3,0.1,0,0.5868,binary_only
student,65,32,131,3,0.1,1,0.5768,binary_only
student,65,32,131,3,0.1,2,0.5957,binary_only
student,65,32,131,3,0.1,3,0.8303,binary_only
student,65,32,131,3,0.1,4,0.8708,binary_only
student,65,32,131,3,0.1,5,0.6695,binary_only
student,65,32,131,3,0.1,6,0.6282,binary_only
student,66,32,131,3,0.1,0,0.7082,binary_only
student,66,32,131,3,0.1,1,0.6546,binary_only
student,66,32,131,3,0.1,2,0.6434,binary_only
student,66,32,131,3,0.1,3,0.6624,binary_only
student,66,32,131,3,0.1,4,0.6374,binary_only
student,66,32,131,3,0.1,5,0.7077,binary_only
student,66,32,131,3,0.1,6,0.676,binary_only
student,67,32,131,3,0.1,0,0.6817,binary_only
student,67,32,131,3,0.1,1,1.1997,binary_only
student,67,32,131,3,0.1,2,1.005,binary_only
student,67,32,131,3,0.1,3,0.7946,binary_only
student,67,32,131,3,0.1,4,0.7605,binary_only
student,67,32,131,3,0.1,5,0.6938,binary_only
student,67,32,131,3,0.1,6,0.6715,binary_only
student,68,32,131,3,0.1,0,0.9081,binary_only
student,68,32,131,3,0.1,1,0.6355,binary_only
student,68,32,131,3,0.1,2,0.6035,binary_only
student,68,32,131,3,0.1,3,0.5915,binary_only
student,68,32,131,3,0.1,4,0.5878,binary_only
student,68,32,131,3,0.1,5,0.5742,binary_only
student,68,32,131,3,0.1,6,0.7591,binary_only
student,69,32,131,3,0.1,0,0.6293,binary_only
student,69,32,131,3,0.1,1,0.6156,binary_only
student,69,32,131,3,0.1,2,0.5821,binary_only
student,69,32,131,3,0.1,3,0.5824,binary_only
student,69,32,131,3,0.1,4,0.5778,binary_only
student,69,32,131,3,0.1,5,0.6153,binary_only
student,69,32,131,3,0.1,6,0.698,binary_only
student,70,32,131,3,0.1,0,0.6725,binary_only
student,70,32,131,3,0.1,1,0.6506,binary_only
student,70,32,131,3,0.1,2,0.9408,binary_only
student,70,32,131,3,0.1,3,1.2339,binary_only
student,70,32,131,3,0.1,4,0.9124,binary_only
student,70,32,131,3,0.1,5,0.6748,binary_only
student,70,32,131,3,0.1,6,0.6775,binary_only
student,71,32,131,3,0.1,0,1.2785,binary_only
student,71,32,131,3,0.1,1,0.6064,binary_only
student,71,32,131,3,0.1,2,0.5912,binary_only
student,71,32,131,3,0.1,3,0.5901,binary_only
student,71,32,131,3,0.1,4,0.7151,binary_only
student,71,32,131,3,0.1,5,0.5601,binary_only
student,71,32,131,3,0.1,6,0.9321,binary_only
student,72,32,131,3,0.1,0,0.7984,binary_only
student,72,32,131,3,0.1,1,0.8952,binary_only
student,72,32,131,3,0.1,2,0.7581,binary_only
student,72,32,131,3,0.1,3,0.545,binary_only
student,72,32,131,3,0.1,4,0.5107,binary_only
student,72,32,131,3,0.1,5,0.5422,binary_only
student,72,32,131,3,0.1,6,0.526,binary_only
student,73,32,131,3,0.1,0,0.6896,binary_only
student,73,32,131,3,0.1,1,0.7074,binary_only
student,73,32,131,3,0.1,2,0.5719,binary_only
student,73,32,131,3,0.1,3,0.5519,binary_only
student,73,32,131,3,0.1,4,0.5376,binary_only
student,73,32,131,3,0.1,5,0.5584,binary_only
student,73,32,131,3,0.1,6,0.5344,binary_only
student,74,32,131,3,0.1,0,0.5576,binary_only
student,74,32,131,3,0.1,1,1.0368,binary_only
student,74,32,131,3,0.1,2,0.6069,binary_only
student,74,32,131,3,0.1,3,0.5952,binary_only
student,74,32,131,3,0.1,4,0.5633,binary_only
student,74,32,131,3,0.1,5,0.5482,binary_only
