alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,coordinate,coordinate_base_length,coordinate_adjustment,coordinate_length,redraw_train_test,n_train,n_test
0.1,3,30,15,CQHR,Gaussian,cqr,native,0.5,0.0,1,10.207188021843308,11.913482113133862,34.034152248111326,True,2400,600
0.1,3,30,15,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.783904528852434,19.319640299675704,49.423185128203905,True,2400,600
0.1,3,30,15,CQHR,Gaussian,cqr,native,0.5,0.0,3,5.7523660184037775,10.204195526376209,26.160757071156183,True,2400,600
0.1,3,30,15,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,10.207188021843308,18.738703207484054,47.68459443681143,True,2400,600
0.1,3,30,15,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.783904528852434,16.63330830250452,44.05052113386145,True,2400,600
0.1,3,30,15,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,5.7523660184037775,9.719242963408007,25.190851945219798,True,2400,600
0.1,3,30,15,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,10.207188021843308,11.913482113209826,34.034152248263055,True,2400,600
0.1,3,30,15,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.783904528852434,11.913482113209826,34.610868755272044,True,2400,600
0.1,3,30,15,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,5.7523660184037775,11.913482113209826,29.579330244823442,True,2400,600
0.1,3,30,15,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,10.207188021843308,11.913482113134016,34.034152248111326,True,2400,600
0.1,3,30,15,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.783904528852434,7.639147991586995,26.06220051202644,True,2400,600
