alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,test_coverage,coverage_volume,coverage_max_length,reference_adjustment,runtime
0.1,3,100,23,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.97,6072.554379743273,20.60077653903459,,0.0
0.1,3,100,23,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.9733333333333334,6435.677798467209,18.8847352299002,,0.0009999275207519531
0.1,3,100,23,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.965,5556.23913127191,20.00239842480429,,0.0
0.1,3,100,24,CQHR,Gaussian,cqr,native,0.5,300.0,0.825,198428.01100583625,28.41408076917869,8.703064917860278,0.0
0.1,3,100,24,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.915,3087.396616087548,17.152242043041106,,0.0010006427764892578
0.1,3,100,24,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.915,3087.396616087548,17.152242043041106,,0.0
0.1,3,100,24,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.925,3933.548350595173,16.298446691047822,,0.0
0.1,3,100,24,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8983333333333333,2769.8410459100824,16.60673572987975,,0.0010008811950683594
0.1,3,100,25,CQHR,Gaussian,cqr,native,0.5,300.0,0.9433333333333334,128358.71186213757,47.8267321318133,16.777745496193877,0.0
0.1,3,100,25,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8883333333333333,2869.729947108368,17.184587907184834,,0.0009963512420654297
0.1,3,100,25,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8883333333333333,2869.729947108368,17.184587907184834,,0.0
0.1,3,100,25,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.875,2738.8173791617146,14.144702145966011,,0.0
0.1,3,100,25,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.87,2439.703427890487,15.513387617694015,,0.00099945068359375
0.1,3,100,26,CQHR,Gaussian,cqr,native,0.5,300.0,0.9483333333333334,843950.2764710016,70.09692326581371,22.98143834324592,0.0
0.1,3,100,26,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8866666666666667,2420.548471135501,16.347925260817117,,0.0010058879852294922
0.1,3,100,26,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8866666666666667,2420.548471135501,16.347925260817117,,0.0009877681732177734
0.1,3,100,26,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8683333333333333,2732.2399250174044,14.221290166769414,,0.0
0.1,3,100,26,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8566666666666667,2066.626285049543,15.981737761872228,,0.0009996891021728516
0.1,3,100,27,CQHR,Gaussian,cqr,native,0.5,300.0,0.89,622816.8744766932,40.46865093099656,12.256594617965648,0.0
0.1,3,100,27,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8766666666666667,2323.444054761199,14.306511772957167,,0.0010111331939697266
0.1,3,100,27,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8766666666666667,2323.444054761199,14.306511772957167,,0.0
0.1,3,100,27,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8716666666666667,2471.3595385009744,13.867164942561597,,0.0
0.1,3,100,27,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8516666666666667,2006.470816942957,14.09221855475546,,0.000997304916381836
0.1,3,100,28,CQHR,Gaussian,cqr,native,0.5,300.0,0.93,152417.39150070955,44.863390529596494,14.453045385326051,0.0009999275207519531
0.1,3,100,28,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.895,2696.395011134245,17.95716054715587,,0.0010437965393066406
0.1,3,100,28,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.895,2696.395011134245,17.95716054715587,,0.0
0.1,3,100,28,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.88,3041.729441499114,14.73857606765889,,0.0
0.1,3,100,28,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8566666666666667,2262.447990160084,16.489675021364693,,0.0009572505950927734
0.1,3,100,29,CQHR,Gaussian,cqr,native,0.5,300.0,0.9066666666666666,662035.6973641701,41.373108234760664,11.313506776284122,0.0
0.1,3,100,29,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.9,2747.751174961029,17.10573061564686,,0.0010008811950683594
0.1,3,100,29,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.9,2747.751174961029,17.10573061564686,,0.0
0.1,3,100,29,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.9283333333333333,4355.9510148433965,16.72499771280998,,0.0
